,Sr #,Parish,Code,Townland,1841 Male,1841 Female,1841 Inhabited,1841 Uninhabited,1851 Male,1851 Female,1851 Inhabited,1851 Uninhabited,1861 Male,1861 Female,1861 Inhabited,1861 Uninhabited,1871 Male,1871 Female,1871 Inhabited,1871 Uninhabited,1881 Male,1881 Female,1881 Inhabited,1881 Uninhabited,1891 Male,1891 Female,1891 Inhabited,1891 Uninhabited,Remarks
518,519,Clontarf P,,TOTAL,1155.0,1509.0,363.0,37.0,1116.0,1566.0,407.0,38.0,1013.0,1457.0,413.0,51.0,994.0,1402.0,435.0,51.0,1210.0,1594.0,478.0,50.0,1249.0,1689.0,507.0,36.0,
519,520,Clonturk,,BALLYBOUGH,,,,,14.0,21.0,6.0,,411.0,570.0,155.0,10.0,,,,,,,,,,,,,
520,521,Clonturk,,CLONTURK,66.0,80.0,29.0,1.0,56.0,76.0,26.0,,57.0,64.0,24.0,6.0,73.0,77.0,29.0,,86.0,113.0,28.0,2.0,62.0,98.0,28.0,4.0,
521,522,Clonturk,,DONNYCARNEY,82.0,105.0,30.0,,5.0,5.0,2.0,,106.0,104.0,31.0,6.0,90.0,94.0,31.0,2.0,98.0,116.0,37.0,1.0,64.0,70.0,26.0,2.0,
522,523,Clonturk,260347.0,DRISHOGE,92.0,90.0,28.0,3.0,54.0,53.0,19.0,5.0,61.0,68.0,22.0,4.0,47.0,58.0,18.0,1.0,,,,,,,,,
523,524,Clonturk,,DRUMCONDRA,87.0,100.0,29.0,2.0,68.0,59.0,22.0,3.0,247.0,61.0,22.0,1.0,207.0,63.0,21.0,1.0,,,,,,,,,
524,525,Clonturk,,GOOSEGREEN,48.0,64.0,24.0,,68.0,97.0,28.0,1.0,91.0,195.0,28.0,2.0,114.0,243.0,31.0,3.0,94.0,345.0,28.0,,95.0,378.0,29.0,1.0,
525,526,Clonturk,,MARINO,19.0,17.0,11.0,1.0,21.0,20.0,9.0,1.0,21.0,20.0,8.0,2.0,,,,,,,,,,,,,
526,527,Clonturk,,RICHMOND,,,,,22.0,48.0,9.0,,158.0,259.0,66.0,1.0,172.0,330.0,69.0,6.0,,,,,,,,,
527,528,Clonturk,,BALLYBOUGH,442.0,632.0,159.0,13.0,427.0,557.0,150.0,22.0,,,,,,,,,,,,,,,,,
528,529,Clonturk,,DONNYCARNEY,,,,,106.0,116.0,37.0,3.0,,,,,,,,,,,,,,,,,
529,530,Clonturk,,DRUMCONDRA,113.0,114.0,37.0,8.0,251.0,183.0,55.0,2.0,93.0,106.0,34.0,1.0,103.0,104.0,41.0,2.0,580.0,531.0,153.0,16.0,,,,,
530,531,Clonturk,,CLONTARF TOWNSHIP,,,,,,,,,,,,,421.0,531.0,178.0,17.0,528.0,680.0,218.0,38.0,839.0,864.0,293.0,31.0,
531,532,Clonturk,,RICHMOND,233.0,337.0,87.0,9.0,119.0,184.0,55.0,3.0,,,,,,,,,,,,,,,,,
532,533,Clonturk,,HIGHPARK REFORMATORY,,,,,,,,,,28.0,1.0,,,,,,,,,,944.0,750.0,204.0,25.0,
533,534,Clonturk,,TOTAL,1182.0,1539.0,434.0,37.0,1211.0,1419.0,418.0,40.0,1245.0,1475.0,391.0,33.0,1227.0,1500.0,418.0,32.0,1386.0,1785.0,464.0,57.0,2004.0,2160.0,580.0,63.0,
534,535,Coolock,,BEAUMONT,19.0,38.0,7.0,,15.0,17.0,6.0,1.0,29.0,29.0,11.0,,18.0,15.0,6.0,2.0,6.0,10.0,4.0,2.0,14.0,20.0,7.0,1.0,
535,536,Coolock,,BONNYBROOK,12.0,16.0,3.0,,16.0,20.0,6.0,,14.0,17.0,5.0,1.0,10.0,13.0,6.0,,9.0,16.0,3.0,3.0,19.0,16.0,6.0,,
536,537,Coolock,,BROOKVILLE,36.0,55.0,13.0,,35.0,51.0,15.0,,34.0,57.0,14.0,1.0,33.0,38.0,12.0,,25.0,31.0,11.0,,27.0,38.0,12.0,1.0,
537,538,Coolock,,COOLOCK,20.0,12.0,6.0,,23.0,32.0,7.0,,14.0,19.0,8.0,,12.0,16.0,7.0,1.0,12.0,23.0,7.0,,13.0,17.0,7.0,,
538,539,Coolock,,DAANDALS,6.0,7.0,2.0,1.0,8.0,10.0,4.0,,6.0,8.0,3.0,,2.0,2.0,2.0,1.0,4.0,9.0,3.0,,1.0,2.0,1.0,1.0,
539,540,Coolock,,FAIRFIELD,25.0,31.0,10.0,,27.0,33.0,9.0,,21.0,24.0,6.0,,13.0,13.0,5.0,3.0,22.0,24.0,7.0,,2.0,2.0,2.0,6.0,
540,541,Coolock,260811.0,KILMORE BIG,18.0,15.0,7.0,2.0,36.0,52.0,13.0,1.0,38.0,39.0,17.0,1.0,43.0,34.0,15.0,1.0,33.0,57.0,15.0,2.0,21.0,24.0,12.0,4.0,
541,542,Coolock,,KILMORE LITTLE,12.0,15.0,4.0,,9.0,7.0,3.0,1.0,7.0,16.0,4.0,,10.0,10.0,5.0,,19.0,14.0,6.0,,119.0,9.0,5.0,,
542,543,Coolock,,NEWBROOK,8.0,9.0,3.0,,9.0,9.0,2.0,,12.0,12.0,4.0,,11.0,10.0,4.0,,7.0,7.0,3.0,,8.0,11.0,5.0,,
543,544,Coolock,260684.0,NEWTOWN,47.0,45.0,16.0,,30.0,18.0,8.0,,12.0,10.0,6.0,2.0,20.0,21.0,10.0,2.0,23.0,19.0,7.0,,18.0,10.0,6.0,2.0,
544,545,Coolock,260707.0,OLDTOWN,11.0,10.0,2.0,,2.0,2.0,1.0,1.0,7.0,14.0,2.0,,4.0,12.0,2.0,,4.0,8.0,2.0,,7.0,7.0,2.0,,
545,546,Coolock,,PRIORSWOOD,19.0,27.0,7.0,,16.0,22.0,7.0,,13.0,29.0,7.0,,25.0,34.0,13.0,,24.0,37.0,11.0,3.0,30.0,39.0,14.0,1.0,
546,547,Coolock,,SANTRY,8.0,7.0,4.0,,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
547,548,Coolock,,SHRUBS,18.0,27.0,8.0,,9.0,10.0,3.0,,9.0,12.0,4.0,,9.0,12.0,4.0,,8.0,16.0,3.0,,5.0,8.0,3.0,,
548,549,Coolock,260889.0,TONLEGEE,43.0,44.0,14.0,2.0,44.0,46.0,16.0,2.0,34.0,59.0,18.0,,30.0,46.0,13.0,,24.0,32.0,11.0,2.0,28.0,26.0,9.0,3.0,Yellow highlited total are not clear
549,550,Coolock,,WILLSBOROUGH,10.0,17.0,1.0,1.0,36.0,21.0,8.0,,14.0,13.0,5.0,,16.0,10.0,5.0,,22.0,28.0,10.0,,16.0,23.0,7.0,3.0,
550,551,Coolock,,COOLOCK,136.0,124.0,38.0,2.0,131.0,139.0,42.0,2.0,100.0,89.0,39.0,1.0,103.0,99.0,39.0,,107.0,100.0,42.0,6.0,84.0,79.0,33.0,6.0,
551,552,Coolock,,TOTAL,448.0,499.0,145.0,8.0,450.0,493.0,152.0,9.0,365.0,449.0,154.0,7.0,359.0,385.0,148.0,10.0,349.0,431.0,145.0,18.0,412.0,340.0,131.0,28.0,Yellow highlited total are not clear
552,553,GLASNEVIN,,BALLYGALL,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,
553,554,GLASNEVIN,,BAAKFARM,4.0,7.0,2.0,,8.0,8.0,2.0,,4.0,2.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,
554,555,GLASNEVIN,,BOTANIC GARDEN,12.0,10.0,3.0,,13.0,9.0,3.0,,23.0,14.0,5.0,,11.0,3.0,4.0,,12.0,6.0,4.0,,13.0,7.0,5.0,,
555,556,GLASNEVIN,,CLAREMONT,97.0,89.0,14.0,2.0,86.0,93.0,14.0,,69.0,65.0,12.0,1.0,64.0,62.0,13.0,,53.0,59.0,13.0,2.0,52.0,64.0,14.0,,
556,557,GLASNEVIN,,CLONMEL,9.0,4.0,1.0,1.0,7.0,7.0,2.0,,5.0,4.0,2.0,,12.0,8.0,3.0,,10.0,15.0,3.0,,5.0,8.0,2.0,1.0,
557,558,GLASNEVIN,,CROSSGUNA,36.0,39.0,12.0,,23.0,42.0,9.0,,11.0,4.0,5.0,,41.0,52.0,14.0,,,,,,,,,,
558,559,GLASNEVIN,,GLASNEVIN,,,,,7.0,15.0,5.0,3.0,22.0,24.0,8.0,,4.0,7.0,3.0,,,,,,,,,,
559,560,GLASNEVIN,,GLASNEVIN DEMESNE,16.0,16.0,2.0,1.0,11.0,17.0,4.0,,1.0,90.0,3.0,1.0,6.0,32.0,3.0,1.0,,,,,,,,,
560,561,GLASNEVIN,,HAMPSTEADHILL,,,,,,,,,,,,,,,,,,,,,,,,,
561,562,GLASNEVIN,,HAMPSTEAD NORTH,3.0,4.0,1.0,,21.0,7.0,1.0,,37.0,25.0,6.0,,2.0,3.0,1.0,1.0,8.0,10.0,3.0,,3.0,3.0,1.0,1.0,
562,563,GLASNEVIN,,HAMPSTEAD SOUTH,22.0,29.0,5.0,1.0,31.0,18.0,8.0,,2.0,2.0,2.0,,47.0,24.0,3.0,,51.0,31.0,5.0,,45.0,20.0,5.0,,
563,564,GLASNEVIN,,PROSPECT,191.0,174.0,48.0,8.0,204.0,173.0,48.0,10.0,277.0,279.0,65.0,1.0,271.0,240.0,66.0,5.0,12.0,17.0,4.0,1.0,10.0,11.0,4.0,,
564,565,GLASNEVIN,,SLUTSENDON WEST FARM,4.0,3.0,1.0,,21.0,34.0,9.0,1.0,54.0,3.0,2.0,,112.0,2.0,3.0,,18.0,16.0,6.0,,45.0,43.0,19.0,1.0,
565,566,GLASNEVIN,,TOLKA PARK,2.0,4.0,1.0,,,,,,14.0,27.0,5.0,,9.0,13.0,4.0,,11.0,5.0,2.0,,32.0,27.0,13.0,,
566,567,GLASNEVIN,,VIOLETHILL GREAT,3.0,3.0,1.0,,21.0,30.0,7.0,,9.0,18.0,6.0,,21.0,25.0,11.0,1.0,16.0,15.0,5.0,,10.0,17.0,3.0,,
567,568,GLASNEVIN,,VIOLETHILL LITTLE,18.0,20.0,4.0,,4.0,5.0,1.0,,2.0,2.0,1.0,,8.0,9.0,4.0,,24.0,27.0,11.0,,11.0,12.0,3.0,,
568,569,GLASNEVIN,,WAD,,,,,1.0,,1.0,,70.0,13.0,2.0,,66.0,14.0,2.0,,63.0,11.0,1.0,,54.0,21.0,2.0,,
569,570,GLASNEVIN,,WALNUT GROVE,20.0,7.0,2.0,,23.0,3.0,1.0,,5.0,5.0,2.0,,7.0,9.0,2.0,1.0,6.0,3.0,1.0,,6.0,3.0,1.0,,
570,571,GLASNEVIN,,GLASNEVIN,186.0,184.0,60.0,5.0,210.0,188.0,44.0,3.0,149.0,183.0,41.0,3.0,161.0,167.0,45.0,4.0,,,,,,,,,
571,572,GLASNEVIN,,"DRUMCONDRA, CLONLIFFE AND GLASNEVIN",,,,,,,,,,,,,,,,,684.0,558.0,156.0,24.0,688.0,720.0,205.0,6.0,
572,573,GLASNEVIN,,TRAINING SCHOOL,,,,,,,,,42.0,,1.0,,,,,,,,,,,,,,
573,574,GLASNEVIN,,TOTAL,628.0,598.0,159.0,18.0,691.0,649.0,159.0,17.0,796.0,760.0,169.0,6.0,843.0,672.0,182.0,14.0,968.0,773.0,214.0,27.0,974.0,966.0,277.0,9.0,
574,575,GRANGE GORMAN,,CABRAGH,30.0,14.0,6.0,,41.0,24.0,13.0,1.0,44.0,43.0,13.0,,33.0,37.0,17.0,,30.0,25.0,11.0,2.0,30.0,31.0,10.0,2.0,
575,576,GRANGE GORMAN,,GRANGE GORMAN MID,198.0,420.0,87.0,6.0,257.0,477.0,116.0,11.0,333.0,448.0,126.0,8.0,317.0,467.0,140.0,,338.0,545.0,149.0,26.0,413.0,621.0,165.0,6.0,
576,577,GRANGE GORMAN,,GRANGE GORMAN NTH,10.0,14.0,5.0,,8.0,5.0,4.0,,19.0,12.0,4.0,1.0,4.0,6.0,3.0,,15.0,14.0,5.0,,24.0,21.0,7.0,,
577,578,GRANGE GORMAN,,GRANGE GORMAN STH,49.0,51.0,20.0,,82.0,77.0,27.0,,65.0,88.0,31.0,2.0,195.0,237.0,86.0,,109.0,168.0,52.0,4.0,115.0,187.0,60.0,5.0,
578,579,GRANGE GORMAN,,TOTAL,287.0,499.0,118.0,6.0,388.0,583.0,160.0,12.0,461.0,591.0,174.0,11.0,549.0,747.0,246.0,,492.0,752.0,217.0,32.0,582.0,860.0,242.0,13.0,
579,580,Howth,260187.0,BURROW,69.0,69.0,23.0,1.0,69.0,70.0,23.0,1.0,61.0,81.0,22.0,4.0,60.0,67.0,27.0,4.0,71.0,82.0,33.0,14.0,84.0,107.0,39.0,10.0,
580,581,Howth,260218.0,CENSURE,12.0,19.0,4.0,1.0,31.0,30.0,8.0,,23.0,39.0,9.0,1.0,47.0,55.0,13.0,4.0,12.0,25.0,8.0,2.0,26.0,37.0,10.0,,
581,582,Howth,260477.0,HOWTH,214.0,218.0,85.0,6.0,187.0,182.0,71.0,3.0,163.0,185.0,63.0,15.0,175.0,183.0,72.0,15.0,183.0,205.0,72.0,20.0,194.0,239.0,84.0,41.0,
582,583,Howth,260478.0,HOWTH DEMESNE,17.0,21.0,4.0,,43.0,51.0,15.0,1.0,31.0,39.0,9.0,1.0,67.0,72.0,17.0,,67.0,57.0,27.0,7.0,78.0,75.0,34.0,1.0,
583,584,Howth,,IRELAND'S EYE,,,,1.0,,,,1.0,,,,,3.0,2.0,1.0,,,,,,,,,,
584,585,Howth,260740.0,QUARRY,10.0,8.0,3.0,1.0,21.0,11.0,6.0,2.0,19.0,19.0,8.0,8.0,45.0,48.0,15.0,6.0,37.0,35.0,12.0,5.0,40.0,48.0,13.0,3.0,
585,586,Howth,260862.0,SUTTON NORTH,45.0,44.0,14.0,,17.0,22.0,8.0,2.0,37.0,35.0,13.0,1.0,26.0,33.0,13.0,3.0,32.0,27.0,11.0,1.0,26.0,32.0,12.0,2.0,
586,587,Howth,260863.0,SUTTON SOUTH,45.0,55.0,19.0,,74.0,78.0,24.0,5.0,56.0,52.0,24.0,4.0,55.0,58.0,17.0,10.0,61.0,63.0,25.0,15.0,59.0,69.0,27.0,4.0,
587,588,Howth,,THULLA ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,
588,589,Howth,,HOWTH,342.0,350.0,130.0,20.0,424.0,405.0,146.0,10.0,412.0,397.0,142.0,20.0,435.0,517.0,180.0,18.0,395.0,514.0,176.0,35.0,512.0,548.0,176.0,35.0,
589,590,Howth,,TOTAL,754.0,784.0,282.0,30.0,866.0,849.0,301.0,25.0,802.0,847.0,290.0,54.0,913.0,1035.0,355.0,60.0,858.0,1008.0,364.0,99.0,1019.0,1155.0,395.0,96.0,
590,591,Kilbarrack,260514.0,KILBARRACK LOWER,41.0,36.0,11.0,1.0,35.0,37.0,12.0,,31.0,32.0,13.0,1.0,39.0,52.0,17.0,,32.0,39.0,15.0,1.0,41.0,44.0,15.0,1.0,
591,592,Kilbarrack,260515.0,KILBARRACK UPPER,41.0,36.0,11.0,,67.0,64.0,26.0,,69.0,94.0,25.0,,63.0,70.0,23.0,,62.0,65.0,25.0,2.0,73.0,63.0,21.0,2.0,
592,593,Kilbarrack,,SWAUSNEST,22.0,23.0,5.0,,16.0,23.0,4.0,,23.0,22.0,5.0,,17.0,16.0,4.0,,26.0,36.0,9.0,,16.0,24.0,8.0,2.0,Yellow highlited values are not clear
593,594,Kilbarrack,,TOTAL,104.0,95.0,27.0,1.0,118.0,124.0,42.0,,123.0,148.0,43.0,1.0,119.0,138.0,44.0,,120.0,140.0,49.0,3.0,130.0,131.0,47.0,5.0,Yellow highlited total are not clear
594,595,KILLESTER,,KILLESTER NORTH,99.0,96.0,31.0,,21.0,39.0,11.0,2.0,69.0,87.0,32.0,,71.0,76.0,30.0,1.0,66.0,63.0,28.0,4.0,66.0,59.0,26.0,2.0,
595,596,KILLESTER,,KILLESTER SOUTH,145.0,116.0,33.0,3.0,111.0,117.0,34.0,2.0,122.0,120.0,38.0,,,,,,,,,,,,,,
596,597,KILLESTER,,ARTAINE,,,,,50.0,62.0,22.0,,,,,,93.0,111.0,34.0,3.0,138.0,176.0,52.0,9.0,,,,,
597,598,KILLESTER,,CLONTARF TOWNSHIP,,,,,50.0,62.0,22.0,,,,,,93.0,111.0,34.0,3.0,138.0,176.0,52.0,9.0,235.0,350.0,100.0,6.0,
598,599,KILLESTER,,TOTAL,244.0,212.0,64.0,3.0,182.0,218.0,67.0,4.0,191.0,207.0,70.0,,164.0,187.0,64.0,4.0,204.0,239.0,80.0,13.0,301.0,409.0,126.0,8.0,
599,600,Kinsealy,260001.0,ABBEYVILLE,45.0,36.0,7.0,1.0,9.0,11.0,4.0,2.0,7.0,9.0,4.0,1.0,13.0,22.0,7.0,,9.0,12.0,4.0,1.0,12.0,17.0,4.0,,
600,601,Kinsealy,260022.0,AUBURN,20.0,22.0,7.0,,40.0,33.0,10.0,,36.0,34.0,9.0,,46.0,35.0,13.0,1.0,33.0,35.0,12.0,,22.0,33.0,9.0,4.0,
601,602,Kinsealy,260346.0,DRINAN,46.0,44.0,12.0,1.0,40.0,45.0,13.0,,27.0,36.0,10.0,,30.0,24.0,9.0,,28.0,20.0,3.0,,20.0,26.0,8.0,2.0,
602,603,Kinsealy,260353.0,DRUMNIGH,14.0,15.0,3.0,1.0,18.0,16.0,7.0,,17.0,12.0,5.0,1.0,14.0,15.0,6.0,,12.0,14.0,5.0,,11.0,10.0,4.0,1.0,
603,604,Kinsealy,260370.0,FELTRIM,68.0,95.0,27.0,2.0,34.0,35.0,11.0,2.0,46.0,40.0,14.0,,20.0,24.0,10.0,1.0,15.0,18.0,8.0,,16.0,12.0,6.0,4.0,
604,605,Kinsealy,260449.0,GREENWOOD,10.0,20.0,2.0,1.0,10.0,13.0,2.0,,10.0,11.0,3.0,,17.0,19.0,4.0,1.0,10.0,17.0,8.0,,3.0,11.0,3.0,,
605,606,Kinsealy,260563.0,KINSALEY,113.0,119.0,43.0,,143.0,143.0,49.0,2.0,140.0,135.0,52.0,,124.0,112.0,48.0,,146.0,132.0,53.0,3.0,105.0,92.0,45.0,5.0,
606,607,Kinsealy,260608.0,MABESTOWN,16.0,15.0,4.0,,2.0,2.0,1.0,,1.0,5.0,1.0,,,,,,2.0,,1.0,,7.0,4.0,2.0,,
607,608,Kinsealy,260748.0,RAHULK,5.0,6.0,2.0,,6.0,8.0,3.0,,9.0,7.0,3.0,1.0,,,,1.0,4.0,5.0,1.0,,2.0,7.0,1.0,,
608,609,Kinsealy,,STREAMSTOWN,3.0,6.0,2.0,,18.0,22.0,9.0,3.0,13.0,11.0,7.0,,19.0,20.0,8.0,,17.0,15.0,8.0,,26.0,23.0,11.0,,
609,610,Kinsealy,,TOTAL,340.0,378.0,109.0,6.0,320.0,328.0,109.0,9.0,306.0,300.0,108.0,3.0,283.0,271.0,105.0,4.0,276.0,268.0,103.0,4.0,224.0,235.0,93.0,16.0,
610,611,Malahide,,ISLANDS,,,,,,,,,,,,,,,,,101.0,125.0,48.0,1.0,,,,,
611,612,Malahide,260614.0,MALAHIDE,107.0,103.0,31.0,1.0,161.0,162.0,58.0,2.0,131.0,155.0,53.0,,93.0,112.0,40.0,2.0,8.0,12.0,5.0,,112.0,124.0,48.0,3.0,
612,613,Malahide,260615.0,MALAHIDE DEMESNE,8.0,11.0,4.0,,11.0,24.0,4.0,,19.0,26.0,5.0,,18.0,25.0,5.0,,138.0,135.0,59.0,2.0,11.0,20.0,5.0,1.0,
613,614,Malahide,260948.0,YELLOW WALLS,213.0,233.0,87.0,3.0,189.0,198.0,78.0,3.0,153.0,172.0,65.0,1.0,155.0,164.0,74.0,2.0,,,,,131.0,138.0,57.0,1.0,
614,615,Malahide,,MALAHIDE,335.0,329.0,101.0,6.0,273.0,323.0,105.0,21.0,324.0,386.0,119.0,12.0,253.0,400.0,129.0,9.0,266.0,404.0,129.0,12.0,231.0,343.0,126.0,18.0,
615,616,Malahide,,TOTAL,663.0,676.0,223.0,10.0,634.0,707.0,245.0,26.0,627.0,739.0,242.0,13.0,519.0,701.0,248.0,13.0,513.0,676.0,241.0,15.0,485.0,625.0,236.0,23.0,
616,617,Portmarnock,260132.0,BEECHWOOD,23.0,28.0,7.0,,8.0,9.0,4.0,,15.0,10.0,5.0,,19.0,17.0,5.0,,21.0,20.0,5.0,1.0,16.0,14.0,5.0,,
617,618,Portmarnock,260176.0,BROOMFIELD,21.0,24.0,6.0,1.0,35.0,32.0,8.0,,18.0,15.0,6.0,1.0,10.0,11.0,5.0,,11.0,13.0,4.0,,16.0,13.0,6.0,,
618,619,Portmarnock,260186.0,BURROW,32.0,35.0,10.0,,131.0,128.0,44.0,1.0,90.0,102.0,37.0,3.0,87.0,109.0,43.0,1.0,95.0,102.0,39.0,,87.0,83.0,34.0,3.0,
619,620,Portmarnock,260205.0,CARRICKHILL,36.0,37.0,10.0,2.0,39.0,38.0,13.0,,30.0,32.0,13.0,,29.0,35.0,14.0,,25.0,22.0,11.0,,19.0,18.0,9.0,3.0,
620,621,Portmarnock,260418.0,GLEBE,,,,,8.0,6.0,2.0,,2.0,2.0,1.0,,1.0,,1.0,,,,,,5.0,5.0,1.0,,
621,622,Portmarnock,260443.0,GRANGE,16.0,8.0,4.0,,13.0,12.0,4.0,,15.0,12.0,3.0,,10.0,8.0,3.0,,5.0,3.0,2.0,,4.0,8.0,2.0,,
622,623,Portmarnock,260460.0,HAZELBROOK,4.0,11.0,2.0,,9.0,9.0,3.0,,3.0,4.0,2.0,,2.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,9.0,11.0,3.0,,
623,624,Portmarnock,260731.0,PORTMARNOCK,170.0,129.0,40.0,4.0,28.0,32.0,10.0,1.0,13.0,21.0,9.0,4.0,23.0,26.0,11.0,2.0,38.0,40.0,16.0,1.0,49.0,44.0,16.0,2.0,
624,625,Portmarnock,260781.0,ROBSWALLS,12.0,16.0,3.0,,17.0,17.0,5.0,,11.0,7.0,3.0,3.0,14.0,11.0,3.0,1.0,18.0,11.0,6.0,,19.0,21.0,10.0,1.0,
625,626,Portmarnock,260805.0,SAINTHELENS,15.0,14.0,7.0,,15.0,16.0,6.0,,12.0,7.0,4.0,,5.0,7.0,2.0,2.0,9.0,12.0,3.0,,10.0,8.0,3.0,,
626,627,Portmarnock,,TOTAL,329.0,302.0,89.0,7.0,303.0,299.0,99.0,2.0,209.0,212.0,83.0,11.0,200.0,225.0,88.0,7.0,225.0,232.0,87.0,3.0,234.0,225.0,89.0,9.0,
627,628,Raheny,,BALLYHOY,14.0,14.0,3.0,,10.0,12.0,4.0,,6.0,9.0,3.0,,9.0,13.0,4.0,,4.0,3.0,2.0,1.0,13.0,14.0,5.0,,
628,629,Raheny,260142.0,BETTYVILLE,40.0,45.0,13.0,2.0,15.0,21.0,6.0,3.0,22.0,26.0,10.0,2.0,20.0,32.0,10.0,,15.0,16.0,5.0,3.0,24.0,26.0,9.0,2.0,
629,630,Raheny,,CHARLEVILLE,,,,,,,,1.0,6.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,,
630,631,Raheny,,EDENMERE,14.0,21.0,5.0,1.0,29.0,39.0,11.0,2.0,31.0,30.0,10.0,,26.0,21.0,8.0,1.0,25.0,30.0,9.0,,25.0,31.0,10.0,,
631,632,Raheny,,FOXLANDS,37.0,44.0,13.0,1.0,17.0,15.0,6.0,1.0,21.0,20.0,6.0,,17.0,26.0,6.0,,15.0,23.0,5.0,1.0,10.0,12.0,5.0,1.0,
632,633,Raheny,260409.0,GLEBE (ED Clonmethan),7.0,14.0,2.0,,10.0,15.0,3.0,,9.0,9.0,3.0,,2.0,8.0,2.0,,8.0,19.0,4.0,,4.0,8.0,2.0,,
633,634,Raheny,,MARYVILLE,14.0,23.0,5.0,,11.0,12.0,5.0,,8.0,6.0,3.0,,9.0,5.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
634,635,Raheny,,MOUNTOHVE,9.0,9.0,5.0,,5.0,12.0,4.0,,6.0,13.0,2.0,1.0,10.0,18.0,4.0,,12.0,12.0,4.0,,7.0,12.0,4.0,1.0,
635,636,Raheny,,RAHENY NORTH,,,,,25.0,28.0,9.0,,14.0,23.0,7.0,,15.0,21.0,8.0,,10.0,13.0,4.0,2.0,4.0,12.0,5.0,,
636,637,Raheny,,RAHENY SOUTH,35.0,42.0,15.0,,11.0,9.0,5.0,3.0,,,,,35.0,23.0,8.0,1.0,39.0,40.0,15.0,1.0,27.0,28.0,14.0,,
637,638,Raheny,,SNUG,20.0,25.0,7.0,,19.0,24.0,9.0,1.0,12.0,21.0,8.0,1.0,22.0,24.0,9.0,,14.0,15.0,8.0,,13.0,17.0,7.0,4.0,
638,639,Raheny,,NORTH BULL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,
639,640,Raheny,,RAHENY,154.0,141.0,49.0,,108.0,101.0,42.0,1.0,108.0,106.0,44.0,3.0,94.0,98.0,40.0,,56.0,55.0,30.0,2.0,84.0,73.0,29.0,2.0,
640,641,Raheny,,TOTAL,344.0,378.0,117.0,4.0,260.0,288.0,104.0,12.0,243.0,266.0,98.0,7.0,260.0,290.0,105.0,3.0,199.0,227.0,87.0,11.0,212.0,237.0,93.0,11.0,Yellow highlited total are not clear
641,642,ST GEORGES,,CLONLIFF EAST,197.0,401.0,68.0,13.0,261.0,394.0,81.0,4.0,219.0,238.0,77.0,7.0,279.0,347.0,83.0,9.0,,,,,,,,,
642,643,ST GEORGES,,CLONLIFF WEST,151.0,222.0,54.0,7.0,160.0,295.0,65.0,5.0,184.0,248.0,70.0,4.0,136.0,180.0,51.0,4.0,,,,,,,,,
643,644,ST GEORGES,,DANESWELL,,,,,,,,,2.0,2.0,1.0,,12.0,23.0,6.0,,,,,,,,,,
644,645,ST GEORGES,,DANESWELL OR CROSSGUNS NORTH,10.0,11.0,4.0,,15.0,11.0,6.0,,36.0,45.0,14.0,3.0,237.0,127.0,1.0,,,,,,,,,,
645,646,ST GEORGES,,DRISHOGE,59.0,64.0,22.0,,59.0,55.0,22.0,5.0,83.0,79.0,32.0,1.0,183.0,169.0,60.0,1.0,,,,,,,,,
646,647,ST GEORGES,,FAIRFIELD,5.0,14.0,3.0,,10.0,16.0,4.0,,5.0,11.0,3.0,1.0,17.0,11.0,4.0,,,,,,,,,,
647,648,ST GEORGES,,GOOSEACRE,7.0,9.0,3.0,,5.0,7.0,2.0,,3.0,5.0,2.0,,7.0,10.0,3.0,,,,,,,,,,
648,649,ST GEORGES,,GREENMOUNT,4.0,8.0,2.0,,4.0,5.0,2.0,,6.0,11.0,2.0,,8.0,14.0,4.0,,,,,,,,,,
649,650,ST GEORGES,,PROSPECT,,,,,,,,,,,,,,,,,,,,,,,,,
650,651,ST GEORGES,,"DRUMCONDRA, CLONLIFFE AND GLASNEVIN",,,,,,,,,,,,,,,,,1180.0,1345.0,408.0,63.0,2070.0,2452.0,804.0,36.0,
651,652,ST GEORGES,,WHITWORTH HOSPITAL,,,,,,,,,7.0,12.0,1.0,,,,,,,,,,,,,,
652,653,ST GEORGES,,AUXILIARY WORKHOUSE,,,,,,,,,123.0,46.0,1.0,,,,,,,,,,,,,,
653,654,ST GEORGES,,TOTAL,433.0,729.0,156.0,20.0,514.0,783.0,182.0,14.0,668.0,697.0,203.0,16.0,879.0,881.0,212.0,14.0,1180.0,1345.0,408.0,63.0,2070.0,2452.0,804.0,36.0,
654,655,St. Margaret's,260118.0,BARBERSTOWN,15.0,11.0,4.0,1.0,5.0,6.0,2.0,,5.0,6.0,1.0,,6.0,3.0,1.0,,10.0,7.0,3.0,,,,,1.0,
655,656,St. Margaret's,,DUBBER,5.0,6.0,1.0,,3.0,3.0,1.0,,2.0,,1.0,,2.0,4.0,1.0,1.0,2.0,4.0,1.0,,2.0,3.0,1.0,,
